Role-Playing,Final Fantasy X / X-2 HD Remaster,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,Need for Speed Rivals,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,EA Sports Active 2,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Rockstar Games presents Table Tennis,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,Football Manager 2011,PC,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Tamagotchi Connection: Corner Shop,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Tomb Raider: Underworld,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Strategy,LEGO Battles,DS,Most games challenge the player to use tactics and planning to achieve victory
Sports,NBA Live 2001,PS,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Saints Row IV,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Star Wars: The Force Unleashed,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Watch Dogs,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,SOCOM: U.S. Navy SEALs Confrontation,PS3,Typically violent games where players use ranged weapons
Role-Playing,Pokemon XD: Gale of Darkness,GC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,Black,PS2,Typically violent games where players use ranged weapons
Shooter,Tom Clancy's Rainbow Six: Vegas,PS3,Typically violent games where players use ranged weapons
Platform,LittleBigPlanet PS Vita,PSV,Games focused on navigating an environment usually by jumping
Role-Playing,Pokemon Super Mystery Dungeon,3DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Strategy,RollerCoaster Tycoon 2,PC,Most games challenge the player to use tactics and planning to achieve victory
Action,Lara Croft Tomb Raider: The Angel of Darkness,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Ratchet: Deadlocked,PS2,Typically violent games where players use ranged weapons
Sports,Winter Sports: The Ultimate Challenge,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Baldur's Gate: Dark Alliance,PS2,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Platform,Oddworld: Abe's Oddysee,PS,Games focused on navigating an environment usually by jumping
Action,Ridge Racer V,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,WWE SmackDown vs. Raw 2009,PS2,Usually one-on-one close-ranged games with violent attacks
Action,LEGO Harry Potter: Years 5-7,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Star Wars Episode III: Revenge of the Sith,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,[Prototype],PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,FIFA Street,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Platform,Frogger: The Great Quest,PS2,Games focused on navigating an environment usually by jumping
Sports,Madden NFL 17,XOne,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Ninja Gaiden,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Crash Bandicoot: The Wrath of Cortex,XB,Games focused on navigating an environment usually by jumping
Racing,Driv3r,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Assassin's Creed: Bloodlines,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,LEGO The Lord of the Rings,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,Games focused on navigating an environment usually by jumping
Action,Hyrule Warriors,WiiU,Games usually centered around using hand-eye coordination to overcome physical challenges
Platform,Donkey Kong Country 2,GBA,Games focused on navigating an environment usually by jumping
Misc,Guitar Hero: Aerosmith,X360,Games without specific genres
Racing,Need for Speed Carbon,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Ben 10: Protector of Earth,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,2010 FIFA World Cup South Africa,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Tales of Xillia,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,Diddy Kong Racing DS,DS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Mario Power Tennis,GC,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Golden Sun: The Lost Age,GBA,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,Max Payne,XB,Typically violent games where players use ranged weapons
Sports,NBA 2K2,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,NASCAR Thunder 2003,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,Cars,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Misc,Fuzion Frenzy,XB,Games without specific genres
Shooter,Call of Duty: Finest Hour,XB,Typically violent games where players use ranged weapons
Simulation,Final Fantasy IV,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Shooter,Star Wars: Battlefront II,PSP,Typically violent games where players use ranged weapons
Fighting,Super Street Fighter IV: 3D Edition,3DS,Usually one-on-one close-ranged games with violent attacks
Platform,Sly Cooper and the Thievius Raccoonus,PS2,Games focused on navigating an environment usually by jumping
Sports,WWE 2K16,PS4,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Dino Crisis 2,PS,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Need for Speed Underground,GC,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Fighting,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,Usually one-on-one close-ranged games with violent attacks
Shooter,Medal of Honor: Airborne,PS3,Typically violent games where players use ranged weapons
Shooter,Battlefield: Hardline,XOne,Typically violent games where players use ranged weapons
Action,Bayonetta,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Boom Blox,Wii,Games that challenge the player to use critical thinking skills to solve problems
Action,The Lord of the Rings: The Fellowship of the Ring,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,The Sims 2: Castaway,Wii,Frequently consists of games focused on letting the player simulate a reality - real or fake
Racing,ATV Offroad Fury 3,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,F1 2011,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Strategy,Pikmin 2,GC,Most games challenge the player to use tactics and planning to achieve victory
Action,Enter the Matrix,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Cars,PSP,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,NHL 2002,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,FIFA Soccer 11,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,The Simpsons: Road Rage,GBA,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,LEGO Batman 2: DC Super Heroes,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Captain Toad: Treasure Tracker,WiiU,Games that challenge the player to use critical thinking skills to solve problems
Platform,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,Games focused on navigating an environment usually by jumping
Sports,Pro Evolution Soccer 2008,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Destiny: The Taken King,XOne,Typically violent games where players use ranged weapons
Action,Scarface: The World is Yours,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Hitman 2: Silent Assassin,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Disney Sing It,Wii,Games without specific genres
Fighting,WWE SmackDown vs Raw 2008,PSP,Usually one-on-one close-ranged games with violent attacks
Action,Spider-Man: The Movie,GC,Games usually centered around using hand-eye coordination to overcome physical challenges
Puzzle,Mario vs. Donkey Kong 2: March of the Minis,DS,Games that challenge the player to use critical thinking skills to solve problems
Action,Metal Gear Solid: Portable Ops,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,LEGO Indiana Jones 2: The Adventure Continues,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Injustice: Gods Among Us,PS3,Usually one-on-one close-ranged games with violent attacks
Adventure,Shenmue,DC,Mostly exploration games focused on letting the player explore the environment
Misc,Just Dance 4,X360,Games without specific genres
Sports,Tony Hawk's Pro Skater 2,GBA,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,One Piece: Pirate Warriors,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Gun,PS2,Typically violent games where players use ranged weapons
Platform,Ty the Tasmanian Tiger,PS2,Games focused on navigating an environment usually by jumping
Action,Resident Evil: Operation Raccoon City,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,LEGO Indiana Jones: The Original Adventures,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Adventure,PokéPark Wii: Pikachu's Adventure,Wii,Mostly exploration games focused on letting the player explore the environment
Fighting,WWE '12,PS3,Usually one-on-one close-ranged games with violent attacks
Sports,Cabela's Dangerous Hunts,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Grand Theft Auto V,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Fallout: New Vegas,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Fighting,WWE SmackDown vs. Raw 2010,PS3,Usually one-on-one close-ranged games with violent attacks
Shooter,Medal of Honor: Rising Sun,XB,Typically violent games where players use ranged weapons
Shooter,Army of Two,PS3,Typically violent games where players use ranged weapons
Strategy,Spore,PC,Most games challenge the player to use tactics and planning to achieve victory
Puzzle,Mario vs. Donkey Kong,GBA,Games that challenge the player to use critical thinking skills to solve problems
Action,LEGO Star Wars III: The Clone Wars,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Midnight Club 3: DUB Edition Remix,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,Tom Clancy's Ghost Recon: Jungle Storm,PS2,Typically violent games where players use ranged weapons
Fighting,Bushido Blade,PS,Usually one-on-one close-ranged games with violent attacks
Platform,Mirror's Edge,X360,Games focused on navigating an environment usually by jumping
Racing,NASCAR Thunder 2002,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Your Shape: Fitness Evolved 2012,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,FIFA 14,XOne,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Final Fantasy Tactics: The War of the Lions,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,Sniper: Ghost Warrior,X360,Typically violent games where players use ranged weapons
Platform,Sonic Rush Adventure,DS,Games focused on navigating an environment usually by jumping
Simulation,Worldwide Soccer Manager 2009,PC,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Gauntlet: Dark Legacy,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Medal of Honor Heroes 2,PSP,Typically violent games where players use ranged weapons
Shooter,Bad Boys: Miami Takedown,PS2,Typically violent games where players use ranged weapons
Action,Medal of Honor: Warfighter,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,FIFA Soccer 10,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,Donkey Konga,GC,Games without specific genres
Shooter,Call of Duty 4: Modern Warfare,PC,Typically violent games where players use ranged weapons
Platform,Tak and the Power of Juju,PS2,Games focused on navigating an environment usually by jumping
Sports,WWE 2K15,PS4,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Action Bass,PS,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Tenchu: Wrath of Heaven,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Shadow of the Colossus,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Brave Fencer Musashi,PS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Ninja Gaiden Sigma,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,WWE 2K14,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Pokemon Rumble Blast,3DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,007: Quantum of Solace,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Dance Dance Revolution Extreme 2,PS2,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,The Lord of the Rings: The Return of the King,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Hot Shots Golf: Out of Bounds,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Red Dead Redemption: Undead Nightmare,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Sunset Overdrive,XOne,Typically violent games where players use ranged weapons
Simulation,Mobile Suit Gundam: Federation vs. Zeon,PS2,Frequently consists of games focused on letting the player simulate a reality - real or fake
Fighting,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Usually one-on-one close-ranged games with violent attacks
Simulation,MechAssault,XB,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,EA Sports Active: More Workouts,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,Cars,GBA,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Watch Dogs 2,PS4,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,LEGO Star Wars III: The Clone Wars,3DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Tom Clancy's Rainbow Six 3: Black Arrow,XB,Typically violent games where players use ranged weapons
Platform,Mirror's Edge,PS3,Games focused on navigating an environment usually by jumping
Misc,Guitar Hero 5,X360,Games without specific genres
Shooter,Alien: Isolation,PS4,Typically violent games where players use ranged weapons
Role-Playing,Fantasy Life,3DS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Misc,SingStar,PS3,Games without specific genres
Action,The Legend of Zelda: Tri Force Heroes,3DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Supercar Street Challenge,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Platform,Rabbids Go Home,Wii,Games focused on navigating an environment usually by jumping
Racing,ModNation Racers,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Typically violent games where players use ranged weapons
Misc,Rocksmith,PS3,Games without specific genres
Shooter,Call Of Duty 2: Big Red One,XB,Typically violent games where players use ranged weapons
Misc,Rocksmith,X360,Games without specific genres
Misc,Guitar Hero 5,PS2,Games without specific genres
Sports,Worldwide Soccer Manager 2008,PC,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Yakuza 3,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Persona 4: Golden,PSV,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Action,Spider-Man 2,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Crackdown 2,X360,Typically violent games where players use ranged weapons
Misc,The Beatles: Rock Band,PS3,Games without specific genres
Action,Dragon Age II,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Counter-Strike,XB,Typically violent games where players use ranged weapons
Misc,Guitar Hero Encore: Rocks The 80s,PS2,Games without specific genres
Fighting,Fight Night Champion,PS3,Usually one-on-one close-ranged games with violent attacks
Misc,Rock Band,PS2,Games without specific genres
Action,Tom Clancy's Splinter Cell: Chaos Theory,XB,Games usually centered around using hand-eye coordination to overcome physical challenges
Strategy,Pikmin 3,WiiU,Most games challenge the player to use tactics and planning to achieve victory
Sports,WWE 2K14,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Fighting,Dragon Ball: XenoVerse,PS4,Usually one-on-one close-ranged games with violent attacks
Action,Castlevania: Lords of Shadow,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Strategy,Plants vs. Zombies,DS,Most games challenge the player to use tactics and planning to achieve victory
Sports,NBA Live 2001,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Misc,SingStar Legends,PS2,Games without specific genres
Role-Playing,Tales of Symphonia,GC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Platform,LEGO City Undercover,WiiU,Games focused on navigating an environment usually by jumping
Racing,Need for Speed: ProStreet,Wii,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,GRID,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,Medal of Honor: Airborne,X360,Typically violent games where players use ranged weapons
Role-Playing,Star Ocean: The Second Story,PS,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Simulation,Petz Dogz 2,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,NCAA Football 14,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Adventure,Yakuza 2,PS2,Mostly exploration games focused on letting the player explore the environment
Misc,Guitar Hero 5,PS3,Games without specific genres
Role-Playing,Dragon Ball Z: The Legacy of Goku II,GBA,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Shooter,NERF N-Strike,Wii,Typically violent games where players use ranged weapons
Sports,NFL 2K1,DC,Generally allows the player to partake in a competitive sport against other opponents or AI
Role-Playing,Untold Legends: Brotherhood of the Blade,PSP,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Racing,Project CARS,PS4,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Madden NFL 2004,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Platform,Sonic and the Black Knight,Wii,Games focused on navigating an environment usually by jumping
Action,The Godfather,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Sonic Free Riders,X360,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,Star Wars: Bounty Hunter,PS2,Typically violent games where players use ranged weapons
Fighting,WWE SmackDown vs. Raw 2011,PS3,Usually one-on-one close-ranged games with violent attacks
Action,LEGO Star Wars III: The Clone Wars,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,NCAA Football 13,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Skate 2,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,NASCAR Thunder 2004,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Platform,SpongeBob SquarePants: Revenge of the Flying Dutchman,PS2,Games focused on navigating an environment usually by jumping
Simulation,Imagine: Babysitters,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Misc,Namco Museum Battle Collection,PSP,Games without specific genres
Sports,Fisherman's Bass Club,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Strategy,Empire: Total War,PC,Most games challenge the player to use tactics and planning to achieve victory
Fighting,Virtua Fighter 5,PS3,Usually one-on-one close-ranged games with violent attacks
Action,Dante's Inferno,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Tom Clancy's Ghost Recon 2,PS2,Typically violent games where players use ranged weapons
Racing,Forza Horizon 3,XOne,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Star Wars: The Force Unleashed,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Dragon Ball Z: Taiketsu,GBA,Usually one-on-one close-ranged games with violent attacks
Shooter,Star Fox: Assault,GC,Typically violent games where players use ranged weapons
Shooter,Plants vs. Zombies: Garden Warfare,X360,Typically violent games where players use ranged weapons
Action,The Simpsons Game,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,LEGO Star Wars II: The Original Trilogy,DS,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Call of Duty 3,PS2,Typically violent games where players use ranged weapons
Sports,FIFA Soccer 11,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Imagine: Fashion Designer New York,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Prince of Persia,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,WWE SmackDown vs. Raw 2010,PS2,Usually one-on-one close-ranged games with violent attacks
Action,Tomb Raider: Underworld,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,Pro Evolution Soccer 2008,X360,Generally allows the player to partake in a competitive sport against other opponents or AI
Fighting,SoulCalibur III,PS2,Usually one-on-one close-ranged games with violent attacks
Sports,Tiger Woods PGA Tour 10,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Adventure,MySims Agents,DS,Mostly exploration games focused on letting the player explore the environment
Sports,World Tour Soccer,PSP,Generally allows the player to partake in a competitive sport against other opponents or AI
Fighting,Naruto: Ultimate Ninja Storm,PS3,Usually one-on-one close-ranged games with violent attacks
Action,Red Dead Redemption: Undead Nightmare,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Lightning Returns: Final Fantasy XIII,PS3,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Fighting,Mortal Kombat: Armageddon,PS2,Usually one-on-one close-ranged games with violent attacks
Racing,Freekstyle,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Grand Theft Auto: Chinatown Wars,PSP,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Spore Creatures,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Shooter,The Orange Box,PS3,Typically violent games where players use ranged weapons
Misc,DJ Hero,X360,Games without specific genres
Action,Bully: Scholarship Edition,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,NBA Street V3,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,Hulk,PS2,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Overwatch,XOne,Typically violent games where players use ranged weapons
Shooter,Aliens vs Predator,X360,Typically violent games where players use ranged weapons
Action,Skylanders Giants,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Role-Playing,Diablo II: Lord of Destruction,PC,Games where the player typically assumes the role of a character who grows throughout the story to overcome an adversity
Adventure,Endless Ocean,Wii,Mostly exploration games focused on letting the player explore the environment
Action,Spider-Man 2,GBA,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,Seek and Destroy,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,Darksiders,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Mercenaries 2: World in Flames,X360,Typically violent games where players use ranged weapons
Action,LEGO Marvel Super Heroes,XOne,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Warhawk,PS3,Frequently consists of games focused on letting the player simulate a reality - real or fake
Racing,DiRT 3,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Sega Superstars Tennis,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,DiRT,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,Call of Duty 4: Modern Warfare,DS,Typically violent games where players use ranged weapons
Action,Resident Evil: The Darkside Chronicles,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,Typically violent games where players use ranged weapons
Platform,Dora the Explorer: Dora Saves the Mermaids,DS,Games focused on navigating an environment usually by jumping
Sports,NBA 2K3,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,LEGO The Lord of the Rings,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,The Simpsons: Road Rage,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Dave Mirra Freestyle BMX,PS,Generally allows the player to partake in a competitive sport against other opponents or AI
Sports,EA Sports UFC,PS4,Generally allows the player to partake in a competitive sport against other opponents or AI
Racing,Forza Motorsport,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,Virtua Tennis 3,PS3,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Monster Rancher 2,PS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,MVP Baseball 2003,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,Imagine: Animal Doctor,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Action,Legacy of Kain: Soul Reaver,PS,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,WWE SmackDown vs. Raw 2010,X360,Usually one-on-one close-ranged games with violent attacks
Action,Sleeping Dogs,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,ATV: Quad Power Racing,PS,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Fighting,Naruto: Clash of Ninja 2,GC,Usually one-on-one close-ranged games with violent attacks
Simulation,Dance Dance Revolution SuperNOVA,PS2,Frequently consists of games focused on letting the player simulate a reality - real or fake
Shooter,Aliens vs Predator,PS3,Typically violent games where players use ranged weapons
Racing,F-Zero: Maximum Velocity,GBA,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Platform,Sonic the Hedgehog,X360,Games focused on navigating an environment usually by jumping
Racing,Need for Speed: Most Wanted,XB,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,The Simpsons Game,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Racing,F1 2012,PS3,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Shooter,Brink,X360,Typically violent games where players use ranged weapons
Racing,MX vs. ATV Unleashed,PS2,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Racing,WipEout Pure,PSP,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Action,UFC Undisputed 3,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,LEGO Pirates of the Caribbean: The Video Game,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Shooter,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,Typically violent games where players use ranged weapons
Platform,Super Princess Peach,DS,Games focused on navigating an environment usually by jumping
Action,Guinness World Records: The Videogame,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Sports,NCAA March Madness 2004,PS2,Generally allows the player to partake in a competitive sport against other opponents or AI
Action,The Legend of Zelda: Twilight Princess HD,WiiU,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,LEGO Indiana Jones: The Original Adventures,PS3,Games usually centered around using hand-eye coordination to overcome physical challenges
Action,Tomb Raider,PC,Games usually centered around using hand-eye coordination to overcome physical challenges
Fighting,Street Fighter Alpha 3,PS,Usually one-on-one close-ranged games with violent attacks
Adventure,MySims Agents,Wii,Mostly exploration games focused on letting the player explore the environment
Misc,Junior Brain Trainer,DS,Games without specific genres
Racing,MotorStorm: Arctic Edge,PSP,Games that often place the player behind the wheel of a vehicle to let them race against others or time
Sports,FIFA Soccer 08,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Simulation,ZhuZhu Pets,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Sports,Tiger Woods PGA Tour 08,Wii,Generally allows the player to partake in a competitive sport against other opponents or AI
Fighting,Dragon Ball Z: Budokai Tenkaichi 3,Wii,Usually one-on-one close-ranged games with violent attacks
Platform,Shrek 2,GC,Games focused on navigating an environment usually by jumping
Sports,NBA 2K17,XOne,Generally allows the player to partake in a competitive sport against other opponents or AI
Shooter,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,Typically violent games where players use ranged weapons
Platform,Sonic Unleashed,PS3,Games focused on navigating an environment usually by jumping
Action,Disney Universe,Wii,Games usually centered around using hand-eye coordination to overcome physical challenges
Misc,Dance on Broadway,Wii,Games without specific genres
Action,LEGO Indiana Jones 2: The Adventure Continues,X360,Games usually centered around using hand-eye coordination to overcome physical challenges
Simulation,Petz: Catz 2,DS,Frequently consists of games focused on letting the player simulate a reality - real or fake
Shooter,Bulletstorm,X360,Typically violent games where players use ranged weapons
Platform,Skylanders SWAP Force,PS3,Games focused on navigating an environment usually by jumping
Sports,Madden NFL 07,XB,Generally allows the player to partake in a competitive sport against other opponents or AI
Platform,Sonic Generations,3DS,Games focused on navigating an environment usually by jumping
Misc,Rock Band 2,Wii,Games without specific genres
